Date,Date_US,Monthly_Rank,Name,Height_m,Gender,new_record
01/04/25,4/1/25,1,Francesca Maini,20.4,female,0
01/04/25,4/1/25,2,Alessa Sophia Mensch,17.8,female,0
01/04/25,4/1/25,3,Candace “Aquagirl” Karg,17.0,female,0
01/04/25,4/1/25,4,Triina Trei /GA Kites 🇪🇪,16.2,female,0
01/04/25,4/1/25,5,🪸Cassandra Coverley🇦🇺,16.0,female,0
01/04/25,4/1/25,6,Andrea Zust🇨🇭 ARMSTRONGFOILS,15.5,female,0
01/04/25,4/1/25,7,Laure Peyro-Saint-Paul,15.1,female,0
01/04/25,4/1/25,8,Anastasia Pitidi 🧿🇬🇷,15.0,female,0
01/04/25,4/1/25,9,Joy Gao,15.0,female,0
01/04/25,4/1/25,10,Amber Skinner,14.6,female,0
01/04/25,4/1/25,11,Karin Dautzenberg,14.5,female,0
01/04/25,4/1/25,12,Su Kay Kiter LACUNA KITES,14.5,female,0
01/04/25,4/1/25,13,Tracy Kay-Smith -Duotone,14.3,female,0
01/04/25,4/1/25,14,Courtney @DownwindDeck,14.2,female,0
01/05/25,5/1/25,1,Catrina Wohlert,17.5,female,0
01/05/25,5/1/25,2,Kim 🇳🇱 || Shaka ||Eleveight,16.6,female,0
01/05/25,5/1/25,3,Cynthia Wentink🐢 #flysurfer,16.5,female,0
01/05/25,5/1/25,4,Alessa Sophia Mensch,16.1,female,0
01/05/25,5/1/25,5,Candace “Aquagirl” Karg,15.7,female,0
01/05/25,5/1/25,6,Karin Dautzenberg,15.2,female,0
01/05/25,5/1/25,7,Emily Smith 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿,15.1,female,0
01/05/25,5/1/25,8,Tracy Kay-Smith -Duotone,14.9,female,0
01/05/25,5/1/25,9,Bibiana Magaji 🇸🇰,14.5,female,0
01/05/25,5/1/25,10,Triina Trei /GA Kites 🇪🇪,14.0,female,0
01/05/25,5/1/25,11,Natalja Raiter/CORE🇪🇪,14.0,female,0
01/05/25,5/1/25,12,Martyna Konkel,13.8,female,0
01/05/25,5/1/25,13,Irina 🩵,13.6,female,0
01/05/25,5/1/25,14,Nina Model,13.6,female,0
