Date,Date_US,Monthly_Rank,Name,Height_m,Gender,new_record
1/11/22,11/1/22,7,Valérie van Seters,15.4,female,0
1/11/22,11/1/22,8,Karen Hou🇹🇼 Penghu Taiwan,15.0,female,0
1/11/22,11/1/22,9,Jessie Tucker,14.9,female,0
1/11/22,11/1/22,10,Su Kay Kiter LACUNA KITES,14.3,female,0
1/12/22,12/1/22,1,Karen Hou🇹🇼 Penghu Taiwan,20.0,female,0
1/12/22,12/1/22,2,🪸Cassandra Coverley🇦🇺,16.7,female,0
1/12/22,12/1/22,3,Su Kay Kiter LACUNA KITES,16.4,female,0
1/12/22,12/1/22,4,Nora CORE Kiteboarding,16.1,female,0
1/12/22,12/1/22,5,Anastasia Pitidi 🧿🇬🇷,16.0,female,0
1/12/22,12/1/22,6,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.6,female,0
1/12/22,12/1/22,7,Kim 🇳🇱 || Shaka ||Eleveight,15.3,female,0
1/12/22,12/1/22,8,Monique Hearn 🇿🇦 Duotone 🇿🇦,14.0,female,0
1/12/22,12/1/22,9,SendySina #mauistrong🫶,13.7,female,0
1/12/22,12/1/22,10,YanZhu Chen,13.5,female,0
1/1/23,1/1/23,1,Josi Ozone 🇩🇪 | #Padics #Surfpirates,19.5,female,0
1/1/23,1/1/23,2,🪸Cassandra Coverley🇦🇺,17.6,female,0
1/1/23,1/1/23,3,Kim 🇳🇱 || Shaka ||Eleveight,17.4,female,0
1/1/23,1/1/23,4,Ronit Moll,16.2,female,0
1/1/23,1/1/23,5,Jelena Kos,15.6,female,0
1/1/23,1/1/23,6,Jessie Tucker,15.4,female,0
1/1/23,1/1/23,7,Amke Euwes,15.3,female,0
1/1/23,1/1/23,8,Nora CORE Kiteboarding,15.1,female,0
1/1/23,1/1/23,9,Joanna Sievers,15.0,female,0
1/1/23,1/1/23,10,Amy Wilson,15.0,female,0
1/2/23,2/1/23,1,Alessa Sophia Mensch,19.3,female,0
1/2/23,2/1/23,2,🪸Cassandra Coverley🇦🇺,18.2,female,0
1/2/23,2/1/23,3,Amke Euwes,17.5,female,0
1/2/23,2/1/23,4,Su Kay Kiter LACUNA KITES,16.1,female,0
1/2/23,2/1/23,5,Siglinde Jähn,15.9,female,0
1/2/23,2/1/23,6,Kim 🇳🇱 || Shaka ||Eleveight,15.5,female,0
1/2/23,2/1/23,7,Laura Hordijk,15.5,female,0
1/2/23,2/1/23,8,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.1,female,0
1/2/23,2/1/23,9,Daf R.,14.3,female,0
1/2/23,2/1/23,10,Joy Gao,14.3,female,0
1/3/23,3/1/23,1,Kim 🇳🇱 || Shaka ||Eleveight,18.2,female,0
1/3/23,3/1/23,2,🪸Cassandra Coverley🇦🇺,17.3,female,0
1/3/23,3/1/23,3,Josi Ozone 🇩🇪 | #Padics #Surfpirates,16.4,female,0
1/3/23,3/1/23,4,Su Kay Kiter LACUNA KITES,16.3,female,0
1/3/23,3/1/23,5,SF Brandt,14.6,female,0
1/3/23,3/1/23,6,Siglinde Jähn,14.2,female,0
1/3/23,3/1/23,7,Laura Hordijk,13.9,female,0
1/3/23,3/1/23,8,Nora CORE Kiteboarding,13.8,female,0
1/3/23,3/1/23,9,Candace “Aquagirl” Karg,13.7,female,0
1/3/23,3/1/23,10,Joy Gao,13.5,female,0
1/4/23,4/1/23,1,🪸Cassandra Coverley🇦🇺,16.6,female,0
1/4/23,4/1/23,2,Linda Kite-Bus.com,14.8,female,0
1/4/23,4/1/23,3,SendySina #mauistrong🫶,14.8,female,0
1/4/23,4/1/23,4,Candace “Aquagirl” Karg,14.7,female,0
1/4/23,4/1/23,5,Rana Eser *NAISH*,14.3,female,0
1/4/23,4/1/23,6,Kim 🇳🇱 || Shaka ||Eleveight,14.1,female,0
1/4/23,4/1/23,7,Luana Liassi,13.9,female,0
1/4/23,4/1/23,8,Mika Wa,13.5,female,0
1/4/23,4/1/23,9,Tracy Kay-Smith -Duotone,13.3,female,0
1/4/23,4/1/23,10,Nikki Sherry,13.3,female,0
1/5/23,5/1/23,1,Su Kay Kiter LACUNA KITES,18.0,female,0
1/5/23,5/1/23,2,🪸Cassandra Coverley🇦🇺,16.9,female,0
1/5/23,5/1/23,3,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.4,female,0
1/5/23,5/1/23,4,Joy Gao,15.3,female,0
1/5/23,5/1/23,5,Mika Wa,14.7,female,0
1/5/23,5/1/23,6,SendySina #mauistrong🫶,14.7,female,0
1/5/23,5/1/23,7,Kim 🇳🇱 || Shaka ||Eleveight,14.1,female,0
1/5/23,5/1/23,8,Nina Model,13.4,female,0
1/5/23,5/1/23,9,Nora CORE Kiteboarding,13.4,female,0
1/5/23,5/1/23,10,Triina Trei /GA Kites 🇪🇪,13.2,female,0
1/6/23,6/1/23,1,🪸Cassandra Coverley🇦🇺,16.2,female,0
1/6/23,6/1/23,2,SendySina #mauistrong🫶,15.9,female,0
1/6/23,6/1/23,3,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.6,female,0
1/6/23,6/1/23,4,Joy Gao,15.2,female,0
1/6/23,6/1/23,5,Candace “Aquagirl” Karg,14.5,female,0
1/6/23,6/1/23,6,Su Kay Kiter LACUNA KITES,13.9,female,0
1/6/23,6/1/23,7,Triina Trei /GA Kites 🇪🇪,13.3,female,0
1/6/23,6/1/23,8,Nina Model,13.1,female,0
1/6/23,6/1/23,9,Ronit Moll,13.0,female,0
1/6/23,6/1/23,10,Nataly Golyshkina,12.5,female,0
1/7/23,7/1/23,1,Kim 🇳🇱 || Shaka ||Eleveight,17.9,female,0
1/7/23,7/1/23,2,Josi Ozone 🇩🇪 | #Padics #Surfpirates,17.8,female,0
1/7/23,7/1/23,3,SendySina #mauistrong🫶,17.4,female,0
1/7/23,7/1/23,4,Candace “Aquagirl” Karg,17.3,female,0
1/7/23,7/1/23,5,🪸Cassandra Coverley🇦🇺,16.9,female,0
1/7/23,7/1/23,6,Jelena Kos,15.8,female,0
1/7/23,7/1/23,7,Triina Trei /GA Kites 🇪🇪,14.7,female,0
1/7/23,7/1/23,8,Laura Hordijk,13.9,female,0
1/7/23,7/1/23,9,Cynthia Wentink🐢 #flysurfer,13.9,female,0
1/7/23,7/1/23,10,Siglinde Jähn,13.9,female,0
1/8/23,8/1/23,1,Kim 🇳🇱 || Shaka ||Eleveight,18.9,female,0
1/8/23,8/1/23,2,Gabby Pioraite CORE 🇱🇹,18.4,female,0
1/8/23,8/1/23,3,Josi Ozone 🇩🇪 | #Padics #Surfpirates,17.6,female,0
1/8/23,8/1/23,4,SendySina #mauistrong🫶,16.1,female,0
1/8/23,8/1/23,5,Cynthia Wentink🐢 #flysurfer,14.5,female,0
1/8/23,8/1/23,6,Triina Trei /GA Kites 🇪🇪,14.4,female,0
1/8/23,8/1/23,7,Siglinde Jähn,14.4,female,0
1/8/23,8/1/23,8,Luana Liassi,14.3,female,0
1/8/23,8/1/23,9,Didi Ivanova 🇮🇨 🇧🇬,13.9,female,0
1/8/23,8/1/23,10,Jelena Kos,13.8,female,0
1/9/23,9/1/23,1,Kim 🇳🇱 || Shaka ||Eleveight,19.9,female,0
1/9/23,9/1/23,2,Su Kay Kiter LACUNA KITES,19.3,female,0
1/9/23,9/1/23,3,Anastasia Pitidi 🧿🇬🇷,17.9,female,0
1/9/23,9/1/23,4,Josi Ozone 🇩🇪 | #Padics #Surfpirates,17.5,female,0
1/9/23,9/1/23,5,SendySina #mauistrong🫶,17.3,female,0
1/9/23,9/1/23,6,Triina Trei /GA Kites 🇪🇪,16.8,female,0
1/9/23,9/1/23,7,🪸Cassandra Coverley🇦🇺,16.3,female,0
1/9/23,9/1/23,8,Monique Hearn 🇿🇦 Duotone 🇿🇦,15.8,female,0
1/9/23,9/1/23,9,Francesca Maini,15.8,female,0
1/9/23,9/1/23,10,Jessie Tucker,15.8,female,0
1/10/23,10/1/23,1,Karen Hou🇹🇼 Penghu Taiwan,20.4,female,0
1/10/23,10/1/23,2,Su Kay Kiter LACUNA KITES,20.2,female,0
1/10/23,10/1/23,3,Triina Trei /GA Kites 🇪🇪,19.7,female,0
1/10/23,10/1/23,4,SendySina #mauistrong🫶,18.3,female,0
1/10/23,10/1/23,5,Kim 🇳🇱 || Shaka ||Eleveight,17.6,female,0
1/10/23,10/1/23,6,Andrea Zust🇨🇭 ARMSTRONGFOILS,16.7,female,0
1/10/23,10/1/23,7,Tracy Kay-Smith -Duotone,16.1,female,0
1/10/23,10/1/23,8,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.9,female,0
1/10/23,10/1/23,9,Gabby Pioraite CORE 🇱🇹,15.4,female,0
1/10/23,10/1/23,10,🪸Cassandra Coverley🇦🇺,15.3,female,0
1/11/23,11/1/23,1,SendySina #mauistrong🫶,19.3,female,0
1/11/23,11/1/23,2,Karen Hou🇹🇼 Penghu Taiwan,18.8,female,0
1/11/23,11/1/23,3,Su Kay Kiter LACUNA KITES,17.8,female,0
1/11/23,11/1/23,4,Kim 🇳🇱 || Shaka ||Eleveight,17.6,female,0
1/11/23,11/1/23,5,Andrea Zust🇨🇭 ARMSTRONGFOILS,16.2,female,0
1/11/23,11/1/23,6,Kristina Mladenova 🇧🇬,15.9,female,0
1/11/23,11/1/23,7,Joy Gao,15.6,female,0
1/11/23,11/1/23,8,Nora CORE Kiteboarding,15.4,female,0
1/11/23,11/1/23,9,🪸Cassandra Coverley🇦🇺,15.2,female,0
1/11/23,11/1/23,10,Candace “Aquagirl” Karg,14.7,female,0
1/12/23,12/1/23,1,Bouillot Angely Core kites,32.6,female,1
1/12/23,12/1/23,2,Jasmine Cho,25.8,female,0
1/12/23,12/1/23,3,Karen Hou🇹🇼 Penghu Taiwan,19.9,female,0
1/12/23,12/1/23,4,🪸Cassandra Coverley🇦🇺,18.7,female,0
1/12/23,12/1/23,5,Yiman Chen🇨🇳 | Reedin,17.7,female,0
1/12/23,12/1/23,6,Su Kay Kiter LACUNA KITES,16.3,female,0
1/12/23,12/1/23,7,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.1,female,0
1/12/23,12/1/23,8,Francesca Ricci Maccarini,15.0,female,0
1/12/23,12/1/23,9,Katharina Koyro,14.9,female,0
1/12/23,12/1/23,10,Joanna Sievers,14.5,female,0
1/1/24,1/1/24,1,Nora CORE Kiteboarding,21.5,female,0
1/1/24,1/1/24,2,Joyce Gerber,20.4,female,0
1/1/24,1/1/24,3,Kim 🇳🇱 || Shaka ||Eleveight,20.2,female,0
1/1/24,1/1/24,4,Karen Hou🇹🇼 Penghu Taiwan,18.7,female,0
1/1/24,1/1/24,5,Gretha Zijlstra,17.2,female,0
1/1/24,1/1/24,6,Jelena Kos,17.0,female,0
1/1/24,1/1/24,7,🪸Cassandra Coverley🇦🇺,16.8,female,0
1/1/24,1/1/24,8,Josi Ozone 🇩🇪 | #Padics #Surfpirates,16.4,female,0
1/1/24,1/1/24,9,Su Kay Kiter LACUNA KITES,16.3,female,0
1/1/24,1/1/24,10,Gabby Pioraite CORE 🇱🇹,15.8,female,0
1/2/24,2/1/24,1,Mignon Rijnja,19.9,female,0
1/2/24,2/1/24,2,Pippa van Iersel,19.5,female,0
1/2/24,2/1/24,3,Candace “Aquagirl” Karg,15.8,female,0
1/2/24,2/1/24,4,Su Kay Kiter LACUNA KITES,15.5,female,0
1/2/24,2/1/24,5,Amy Wilson,15.3,female,0
1/2/24,2/1/24,6,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.3,female,0
1/2/24,2/1/24,7,Irina Shekuteva,15.0,female,0
1/2/24,2/1/24,8,Viktoria Laufer 🇭🇺 ig:hungariankitegirl,14.7,female,0
1/2/24,2/1/24,9,Lian van Erp,14.4,female,0
1/2/24,2/1/24,10,Monique Hearn 🇿🇦 Duotone 🇿🇦,14.2,female,0
1/3/24,3/1/24,1,🪸Cassandra Coverley🇦🇺,16.6,female,0
1/3/24,3/1/24,2,Gabby Pioraite CORE 🇱🇹,16.6,female,0
1/3/24,3/1/24,3,Su Kay Kiter LACUNA KITES,16.4,female,0
1/3/24,3/1/24,4,SendySina #mauistrong🫶,16.4,female,0
1/3/24,3/1/24,5,Candace “Aquagirl” Karg,15.6,female,0
1/3/24,3/1/24,6,Joy Gao,15.3,female,0
1/3/24,3/1/24,7,HangingOnTheWire NC,15.0,female,0
1/3/24,3/1/24,8,Daf R.,14.8,female,0
1/3/24,3/1/24,9,Karen Hou🇹🇼 Penghu Taiwan,14.8,female,0
1/3/24,3/1/24,10,Luana Liassi,13.9,female,0
1/4/24,4/1/24,1,Nora CORE Kiteboarding,19.6,female,0
1/4/24,4/1/24,2,Andrea Zust🇨🇭 ARMSTRONGFOILS,17.8,female,0
1/4/24,4/1/24,3,Triina Trei /GA Kites 🇪🇪,16.3,female,0
1/4/24,4/1/24,4,Karen Hou🇹🇼 Penghu Taiwan,16.2,female,0
1/4/24,4/1/24,5,Candace “Aquagirl” Karg,15.9,female,0
1/4/24,4/1/24,6,🪸Cassandra Coverley🇦🇺,15.7,female,0
1/4/24,4/1/24,7,Joy Gao,15.6,female,0
1/4/24,4/1/24,8,Kim 🇳🇱 || Shaka ||Eleveight,15.3,female,0
1/4/24,4/1/24,9,Daf R.,15.3,female,0
1/4/24,4/1/24,10,Maxine Goldie 🇳🇿,15.2,female,0
1/5/24,5/1/24,1,Joy Gao,16.0,female,0
1/5/24,5/1/24,2,Karen Hou🇹🇼 Penghu Taiwan,15.9,female,0
1/5/24,5/1/24,3,Martyna Konkel,15.0,female,0
1/5/24,5/1/24,4,Nique Nebula Mancuso,14.5,female,0
1/5/24,5/1/24,5,Kristina Mladenova 🇧🇬,14.4,female,0
1/5/24,5/1/24,6,Candace “Aquagirl” Karg,14.3,female,0
1/5/24,5/1/24,7,Kim 🇳🇱 || Shaka ||Eleveight,13.5,female,0
1/5/24,5/1/24,8,Andrea Zust🇨🇭 ARMSTRONGFOILS,13.3,female,0
1/5/24,5/1/24,9,HangingOnTheWire NC,13.1,female,0
1/5/24,5/1/24,10,vanessa | you-love-it,12.7,female,0
1/6/24,6/1/24,1,🪸Cassandra Coverley🇦🇺,17.6,female,0
1/6/24,6/1/24,2,Triina Trei /GA Kites 🇪🇪,16.3,female,0
1/6/24,6/1/24,3,Kim 🇳🇱 || Shaka ||Eleveight,15.7,female,0
1/6/24,6/1/24,4,SendySina #mauistrong🫶,15.5,female,0
1/6/24,6/1/24,5,Andrea Zust🇨🇭 ARMSTRONGFOILS,14.3,female,0
1/6/24,6/1/24,6,Josi Ozone 🇩🇪 | #Padics #Surfpirates,13.9,female,0
1/6/24,6/1/24,7,Marta Gula,13.8,female,0
1/6/24,6/1/24,8,Candace “Aquagirl” Karg,13.8,female,0
1/6/24,6/1/24,9,Cynthia Wentink🐢 #flysurfer,13.7,female,0
1/6/24,6/1/24,10,Tracy Kay-Smith -Duotone,13.6,female,0
1/7/24,7/1/24,1,Yiman Chen🇨🇳 | Reedin,18.1,female,0
1/7/24,7/1/24,2,Triina Trei /GA Kites 🇪🇪,17.4,female,0
1/7/24,7/1/24,3,Josi Ozone 🇩🇪 | #Padics #Surfpirates,16.0,female,0
1/7/24,7/1/24,4,Kim 🇳🇱 || Shaka ||Eleveight,15.6,female,0
1/7/24,7/1/24,5,Michaela Pilkenton 🏳️‍🌈 (Naish),15.3,female,0
1/7/24,7/1/24,6,Natalja Raiter/CORE🇪🇪,14.8,female,0
1/7/24,7/1/24,7,Karen Hou🇹🇼 Penghu Taiwan,13.6,female,0
1/7/24,7/1/24,8,Daf R.,13.3,female,0
1/7/24,7/1/24,9,Jelena Kos,12.9,female,0
1/7/24,7/1/24,10,Martyna Konkel,12.6,female,0
1/8/24,8/1/24,1,Kim 🇳🇱 || Shaka ||Eleveight,16.6,female,0
1/8/24,8/1/24,2,Triina Trei /GA Kites 🇪🇪,16.3,female,0
1/8/24,8/1/24,3,Jelena Kos,16.1,female,0
1/8/24,8/1/24,4,Cynthia Wentink🐢 #flysurfer,15.8,female,0
1/8/24,8/1/24,5,AYA Kiteboarder | OZONE,15.6,female,0
1/8/24,8/1/24,6,Siglinde Jähn,15.3,female,0
1/8/24,8/1/24,7,Irina 🩵,14.8,female,0
1/8/24,8/1/24,8,Josi Ozone 🇩🇪 | #Padics #Surfpirates,14.4,female,0
1/8/24,8/1/24,9,🪸Cassandra Coverley🇦🇺,14.3,female,0
1/8/24,8/1/24,10,HangingOnTheWire NC,13.8,female,0
1/9/24,9/1/24,1,Alessa Sophia Mensch,21.9,female,0
1/9/24,9/1/24,2,🪸Cassandra Coverley🇦🇺,20.0,female,0
1/9/24,9/1/24,3,Alice Ruggiu,19.2,female,0
1/9/24,9/1/24,4,Triina Trei /GA Kites 🇪🇪,18.8,female,0
1/9/24,9/1/24,5,Kim 🇳🇱 || Shaka ||Eleveight,18.4,female,0
1/9/24,9/1/24,6,Monique Hearn 🇿🇦 Duotone 🇿🇦,18.4,female,0
1/9/24,9/1/24,7,Andrea Zust🇨🇭 ARMSTRONGFOILS,17.5,female,0
1/9/24,9/1/24,8,Karen Hou🇹🇼 Penghu Taiwan,16.8,female,0
1/9/24,9/1/24,9,Daria Snizlova,16.6,female,0
1/9/24,9/1/24,10,Su Kay Kiter LACUNA KITES,16.5,female,0
1/10/24,10/1/24,1,🪸Cassandra Coverley🇦🇺,19.6,female,0
1/10/24,10/1/24,2,Karen Hou🇹🇼 Penghu Taiwan,17.4,female,0
1/10/24,10/1/24,3,Kim 🇳🇱 || Shaka ||Eleveight,16.7,female,0
1/10/24,10/1/24,4,Triina Trei /GA Kites 🇪🇪,16.6,female,0
1/10/24,10/1/24,5,YanZhu Chen,16.2,female,0
1/10/24,10/1/24,6,Tracy Kay-Smith -Duotone,15.7,female,0
1/10/24,10/1/24,7,Irina 🩵,15.7,female,0
1/10/24,10/1/24,8,Yiman Chen🇨🇳 | Reedin,15.3,female,0
1/10/24,10/1/24,9,Joy Gao,15.1,female,0
1/10/24,10/1/24,10,Brooke Kenney,15.1,female,0
1/11/24,11/1/24,1,Francesca Maini,21.3,female,0
1/11/24,11/1/24,2,Karen Hou🇹🇼 Penghu Taiwan,21.2,female,0
1/11/24,11/1/24,3,🪸Cassandra Coverley🇦🇺,20.5,female,0
1/11/24,11/1/24,4,Su Kay Kiter LACUNA KITES,19.0,female,0
1/11/24,11/1/24,5,Yiman Chen🇨🇳 | Reedin,18.8,female,0
1/11/24,11/1/24,6,Triina Trei /GA Kites 🇪🇪,18.7,female,0
1/11/24,11/1/24,7,Candace “Aquagirl” Karg,16.5,female,0
1/11/24,11/1/24,8,Kristina Mladenova 🇧🇬,16.4,female,0
1/11/24,11/1/24,9,Tracy Kay-Smith -Duotone,16.3,female,0
1/11/24,11/1/24,10,Aya Kasabova,15.8,female,0
1/12/24,12/1/24,1,Bouillot Angely Core kites,22.4,female,0
1/12/24,12/1/24,2,Francesca Maini,21.6,female,0
1/12/24,12/1/24,3,🪸Cassandra Coverley🇦🇺,17.1,female,0
1/12/24,12/1/24,4,Su Kay Kiter LACUNA KITES,16.4,female,0
1/12/24,12/1/24,5,Kristina Mladenova 🇧🇬,16.3,female,0
1/12/24,12/1/24,6,Alessa Sophia Mensch,16.0,female,0
1/12/24,12/1/24,7,Joy Gao,15.5,female,0
1/12/24,12/1/24,8,Karen Hou🇹🇼 Penghu Taiwan,15.4,female,0
1/12/24,12/1/24,9,Josi Ozone 🇩🇪 | #Padics #Surfpirates,15.3,female,0
1/12/24,12/1/24,10,Amy Wilson,14.8,female,0
1/1/25,1/1/25,1,Bouillot Angely Core kites,25.7,female,0
1/1/25,1/1/25,2,Francesca Maini,21.6,female,0
1/1/25,1/1/25,3,Gloriya Ashkenazi,19.8,female,0
1/1/25,1/1/25,4,Yiman Chen🇨🇳 | Reedin,19.7,female,0
1/1/25,1/1/25,5,Alessa Sophia Mensch,19.5,female,0
1/1/25,1/1/25,6,Pippa van Iersel,19.2,female,0
1/1/25,1/1/25,7,Mignon Rijnja,19.2,female,0
1/1/25,1/1/25,8,🪸Cassandra Coverley🇦🇺,17.8,female,0
1/1/25,1/1/25,9,Su Kay Kiter LACUNA KITES,17.1,female,0
1/1/25,1/1/25,10,Nina Rautenbach,16.5,female,0
1/2/25,2/1/25,1,Francesca Maini,23.0,female,0
1/2/25,2/1/25,2,Bouillot Angely Core kites,22.7,female,0
1/2/25,2/1/25,3,Mignon Rijnja,21.7,female,0
1/2/25,2/1/25,4,🪸Cassandra Coverley🇦🇺,20.5,female,0
1/2/25,2/1/25,5,Pippa van Iersel,20.3,female,0
1/2/25,2/1/25,6,Anastasia Harlem kite 🌪️,19.0,female,0
1/2/25,2/1/25,7,Karen Hou🇹🇼 Penghu Taiwan,17.7,female,0
1/2/25,2/1/25,8,Alessa Sophia Mensch,16.8,female,0
1/2/25,2/1/25,9,Yiman Chen🇨🇳 | Reedin,16.7,female,0
1/2/25,2/1/25,10,Triina Trei /GA Kites 🇪🇪,16.7,female,0
01/03/25,3/1/25,1,Maarten Haeger,36.0,male,0
01/03/25,3/1/25,2,Luca Ceruti || Flysurfer,35.4,male,0
01/03/25,3/1/25,3,Julian Zens FLYSURFER,35.4,male,0
01/03/25,3/1/25,4,Hugo Wigglesworth | Flysurfer,35.2,male,0
01/03/25,3/1/25,5,Lasse Walker,34.8,male,0
01/03/25,3/1/25,6,Aaron Hadlow,34.7,male,0
01/03/25,3/1/25,7,Arthur Guillebert ELEVEIGHT,34.2,male,0
01/03/25,3/1/25,8,Jason vd Spuy AIRUSH,34.2,male,0
01/03/25,3/1/25,9,Timo (the_flying_german) v. Wagenhoff-Core🇦🇺,31.9,male,0
01/03/25,3/1/25,10,Kimo Verkerk,31.6,male,0
01/03/25,3/1/25,11,BELLA FISS KITESCHOOL Andrea,30.3,male,0
01/03/25,3/1/25,12,Luke McGillewie FLYSURFER,28.1,male,0
01/03/25,3/1/25,13,Charles Brodel,28.0,male,0
01/03/25,3/1/25,14,Evan Klijn | FLYSURFER,27.7,male,0
01/04/25,4/1/25,1,andrea principi,34.9,male,0
01/04/25,4/1/25,2,Jason vd Spuy AIRUSH,31.2,male,0
01/04/25,4/1/25,3,baby shark,30.8,male,0
01/04/25,4/1/25,4,beto gomez,30.4,male,0
01/04/25,4/1/25,5,Valentin Hoenderop,30.2,male,0
01/04/25,4/1/25,6,Clement Huot HARLEM,29.9,male,0
01/04/25,4/1/25,7,Borja Vellon FLYSURFER,29.0,male,0
01/04/25,4/1/25,8,Baptiste Jacquemain,28.4,male,0
01/04/25,4/1/25,9,Hugo Wigglesworth | Flysurfer,28.2,male,0
01/04/25,4/1/25,10,John Adams,28.1,male,0
01/04/25,4/1/25,11,Adam Bjärkse 🇸🇪,27.7,male,0
01/04/25,4/1/25,12,Kimo Mahmoud,27.6,male,0
01/04/25,4/1/25,13,Jason Montreal 🇳🇿,27.1,male,0
01/04/25,4/1/25,14,Luca Ceruti || Flysurfer,27.0,male,0
01/05/25,5/1/25,1,TODDO CORE/CARVED/🐺WOOlfs,28.4,male,0
01/05/25,5/1/25,2,Jamie Overbeek🇳🇱,26.5,male,0
01/05/25,5/1/25,3,Hugo Wigglesworth | Flysurfer,26.2,male,0
01/05/25,5/1/25,4,Clement Huot HARLEM,25.9,male,0
01/05/25,5/1/25,5,Jason vd Spuy AIRUSH,25.2,male,0
01/05/25,5/1/25,6,Ben M#FleshAir,24.4,male,0
01/05/25,5/1/25,7,Mantas Norvydas Surfesjappa.no,24.0,male,0
01/05/25,5/1/25,8,Michiel van Velse #flysurfer,24.0,male,0
01/05/25,5/1/25,9,Evan Klijn | FLYSURFER,23.4,male,0
01/05/25,5/1/25,10,Borja Vellon FLYSURFER,23.3,male,0
01/05/25,5/1/25,11,Pavel Ermilov @Stray___god,23.2,male,0
01/05/25,5/1/25,12,Timm #WOOlfs🐺 OZONE GERMANY 🇩🇪,22.5,male,0
01/05/25,5/1/25,13,Lewis Crathern,22.5,male,0
01/05/25,5/1/25,14,Kimo Mahmoud,22.4,male,0
01/05/25,5/1/25,15,Tim #WOOlfs🐺 #Surf Shop Kiel 🤙,22.1,male,0
01/05/25,5/1/25,16,David Günther,21.8,male,0
01/05/25,5/1/25,17,Miguel Ho Lee Fu King 🇵🇹,21.8,male,0
01/05/25,5/1/25,18,Nicolas Gambier,21.8,male,0
01/05/25,5/1/25,19,Torbjørn Figved,21.7,male,0
01/05/25,5/1/25,20,Viggo Janmaat || ENGELTHERM,21.7,male,0
01/05/25,5/1/25,21,Nathan TEXIER,21.6,male,0
01/05/25,5/1/25,22,Stewart Sykes,21.4,male,0
01/05/25,5/1/25,23,Greg Miles | Duotone Australia,21.3,male,0
01/05/25,5/1/25,24,Kymin Kay-Smith,21.3,male,0
01/05/25,5/1/25,25,Thibault Rossillon,21.2,male,0
01/05/25,5/1/25,26,Patrik CORE XR🚀,21.0,male,0
01/05/25,5/1/25,27,"Juraj Bencat, KiteTucket",20.9,male,0
01/05/25,5/1/25,28,Ronald Kleijn / Core / Natural High,20.9,male,0
01/05/25,5/1/25,29,Dane North & Mystic,20.8,male,0
01/05/25,5/1/25,30,James Pickup 🇦🇺 Core,20.7,male,0
01/05/25,5/1/25,31,Arnaud Barrière,20.7,male,0
01/05/25,5/1/25,32,Xavier Kain,20.7,male,0
01/05/25,5/1/25,33,Jirre Griffioen 🇳🇱,20.7,male,0
01/05/25,5/1/25,34,Arthur Guillebert ELEVEIGHT,20.7,male,0
01/05/25,5/1/25,35,Aleks Hurricane Chaser Desyatkov,20.5,male,0
01/05/25,5/1/25,36,Tom Schernthaner,20.5,male,0
01/05/25,5/1/25,37,Junki Hirano @MKSURF🇯🇵,20.4,male,0
01/05/25,5/1/25,38,Mike Surflove.ch,20.4,male,0
01/05/25,5/1/25,39,Peter Crocker,20.4,male,0
01/05/25,5/1/25,40,Sergei Raiter/CORE🇪🇪,20.4,male,0
01/05/25,5/1/25,41,Minh 🇧🇪🇳🇱 Claeys (Corekites),20.4,male,0
01/05/25,5/1/25,42,Dufour Maxime #WetTeam,20.3,male,0
01/05/25,5/1/25,43,Maxime Hugues,20.2,male,0
01/05/25,5/1/25,44,Mulle #WOOlfs 🐺 #SurfShopKiel 🇩🇪,20.2,male,0
01/05/25,5/1/25,45,Sebastian Barg (www.you-love-it.eu),20.1,male,0
01/05/25,5/1/25,46,Roman Sunov 🇺🇦,20.1,male,0
01/05/25,5/1/25,47,Alexis el marinero🇮🇨,20.0,male,0
01/05/25,5/1/25,48,Timo Mar10 Soöruz,20.0,male,0
01/05/25,5/1/25,49,Nic🇩🇪🐍 #Selbstmeisterung #woofighters,19.9,male,0
01/05/25,5/1/25,50,Matt Taylor 〓〓,19.9,male,0
01/03/25,3/1/25,1,Francesca Maini,24.1,female,0
01/03/25,3/1/25,2,Karen Hou🇹🇼 Penghu Taiwan,18.4,female,0
01/03/25,3/1/25,3,Alessa Sophia Mensch,17.1,female,0
01/03/25,3/1/25,4,Andrea Zust🇨🇭 ARMSTRONGFOILS,16.3,female,0
01/03/25,3/1/25,5,Pippa van Iersel,16.1,female,0
01/03/25,3/1/25,6,Yiman Chen🇨🇳 | Reedin,15.8,female,0
01/03/25,3/1/25,7,mikaili sol,15.7,female,0
01/03/25,3/1/25,8,Candace “Aquagirl” Karg,15.7,female,0
01/03/25,3/1/25,9,Triina Trei /GA Kites 🇪🇪,15.4,female,0
01/03/25,3/1/25,10,🪸Cassandra Coverley🇦🇺,15.2,female,0
01/03/25,3/1/25,11,Cynthia Wentink🐢 #flysurfer,14.9,female,0
01/03/25,3/1/25,12,Sacha Gourievidis,14.7,female,0
01/03/25,3/1/25,13,Fiorela Fantasia 🇦🇷,14.4,female,0
01/03/25,3/1/25,14,Eka Giorgobiani,14.2,female,0
